,YYY,MM,DD,hours,hours_mins,days,days_m,Kp,ap,D,datetime_column
198696,2000,1,1,0.0,1.5,24837.0,24837.0625,5.333,56,1,2000-01-01
198697,2000,1,1,3.0,4.5,24837.125,24837.1875,4.667,39,1,2000-01-01
198698,2000,1,1,6.0,7.5,24837.25,24837.3125,4.0,27,1,2000-01-01
198699,2000,1,1,9.0,10.5,24837.375,24837.4375,3.333,18,1,2000-01-01
198700,2000,1,1,12.0,13.5,24837.5,24837.5625,4.333,32,1,2000-01-01
198701,2000,1,1,15.0,16.5,24837.625,24837.6875,3.0,15,1,2000-01-01
198702,2000,1,1,18.0,19.5,24837.75,24837.8125,4.333,32,1,2000-01-01
198703,2000,1,1,21.0,22.5,24837.875,24837.9375,3.667,22,1,2000-01-01
198704,2000,1,2,0.0,1.5,24838.0,24838.0625,3.0,15,1,2000-01-02
198705,2000,1,2,3.0,4.5,24838.125,24838.1875,3.333,18,1,2000-01-02
198706,2000,1,2,6.0,7.5,24838.25,24838.3125,3.333,18,1,2000-01-02
198707,2000,1,2,9.0,10.5,24838.375,24838.4375,3.333,18,1,2000-01-02
198708,2000,1,2,12.0,13.5,24838.5,24838.5625,2.667,12,1,2000-01-02
198709,2000,1,2,15.0,16.5,24838.625,24838.6875,3.333,18,1,2000-01-02
198710,2000,1,2,18.0,19.5,24838.75,24838.8125,3.333,18,1,2000-01-02
198711,2000,1,2,21.0,22.5,24838.875,24838.9375,3.0,15,1,2000-01-02
198712,2000,1,3,0.0,1.5,24839.0,24839.0625,3.333,18,1,2000-01-03
198713,2000,1,3,3.0,4.5,24839.125,24839.1875,3.0,15,1,2000-01-03
198714,2000,1,3,6.0,7.5,24839.25,24839.3125,2.667,12,1,2000-01-03
198715,2000,1,3,9.0,10.5,24839.375,24839.4375,2.667,12,1,2000-01-03
198716,2000,1,3,12.0,13.5,24839.5,24839.5625,2.333,9,1,2000-01-03
198717,2000,1,3,15.0,16.5,24839.625,24839.6875,2.333,9,1,2000-01-03
198718,2000,1,3,18.0,19.5,24839.75,24839.8125,3.0,15,1,2000-01-03
198719,2000,1,3,21.0,22.5,24839.875,24839.9375,1.667,6,1,2000-01-03
198720,2000,1,4,0.0,1.5,24840.0,24840.0625,2.333,9,1,2000-01-04
198721,2000,1,4,3.0,4.5,24840.125,24840.1875,2.333,9,1,2000-01-04
198722,2000,1,4,6.0,7.5,24840.25,24840.3125,2.333,9,1,2000-01-04
198723,2000,1,4,9.0,10.5,24840.375,24840.4375,3.0,15,1,2000-01-04
198724,2000,1,4,12.0,13.5,24840.5,24840.5625,3.333,18,1,2000-01-04
198725,2000,1,4,15.0,16.5,24840.625,24840.6875,2.667,12,1,2000-01-04
198726,2000,1,4,18.0,19.5,24840.75,24840.8125,2.333,9,1,2000-01-04
198727,2000,1,4,21.0,22.5,24840.875,24840.9375,3.667,22,1,2000-01-04
198728,2000,1,5,0.0,1.5,24841.0,24841.0625,4.0,27,1,2000-01-05
198729,2000,1,5,3.0,4.5,24841.125,24841.1875,3.333,18,1,2000-01-05
198730,2000,1,5,6.0,7.5,24841.25,24841.3125,3.333,18,1,2000-01-05
198731,2000,1,5,9.0,10.5,24841.375,24841.4375,3.333,18,1,2000-01-05
198732,2000,1,5,12.0,13.5,24841.5,24841.5625,2.333,9,1,2000-01-05
198733,2000,1,5,15.0,16.5,24841.625,24841.6875,3.0,15,1,2000-01-05
198734,2000,1,5,18.0,19.5,24841.75,24841.8125,3.667,22,1,2000-01-05
198735,2000,1,5,21.0,22.5,24841.875,24841.9375,4.0,27,1,2000-01-05
198736,2000,1,6,0.0,1.5,24842.0,24842.0625,2.667,12,1,2000-01-06
198737,2000,1,6,3.0,4.5,24842.125,24842.1875,3.333,18,1,2000-01-06
198738,2000,1,6,6.0,7.5,24842.25,24842.3125,2.0,7,1,2000-01-06
198739,2000,1,6,9.0,10.5,24842.375,24842.4375,3.333,18,1,2000-01-06
198740,2000,1,6,12.0,13.5,24842.5,24842.5625,4.333,32,1,2000-01-06
198741,2000,1,6,15.0,16.5,24842.625,24842.6875,4.333,32,1,2000-01-06
198742,2000,1,6,18.0,19.5,24842.75,24842.8125,3.0,15,1,2000-01-06
198743,2000,1,6,21.0,22.5,24842.875,24842.9375,3.333,18,1,2000-01-06
198744,2000,1,7,0.0,1.5,24843.0,24843.0625,3.333,18,1,2000-01-07
198745,2000,1,7,3.0,4.5,24843.125,24843.1875,3.0,15,1,2000-01-07
198746,2000,1,7,6.0,7.5,24843.25,24843.3125,1.333,5,1,2000-01-07
198747,2000,1,7,9.0,10.5,24843.375,24843.4375,2.0,7,1,2000-01-07
198748,2000,1,7,12.0,13.5,24843.5,24843.5625,2.0,7,1,2000-01-07
198749,2000,1,7,15.0,16.5,24843.625,24843.6875,2.333,9,1,2000-01-07
198750,2000,1,7,18.0,19.5,24843.75,24843.8125,2.667,12,1,2000-01-07
198751,2000,1,7,21.0,22.5,24843.875,24843.9375,2.0,7,1,2000-01-07
198752,2000,1,8,0.0,1.5,24844.0,24844.0625,2.0,7,1,2000-01-08
198753,2000,1,8,3.0,4.5,24844.125,24844.1875,0.667,3,1,2000-01-08
198754,2000,1,8,6.0,7.5,24844.25,24844.3125,1.333,5,1,2000-01-08
198755,2000,1,8,9.0,10.5,24844.375,24844.4375,1.667,6,1,2000-01-08
198756,2000,1,8,12.0,13.5,24844.5,24844.5625,1.667,6,1,2000-01-08
198757,2000,1,8,15.0,16.5,24844.625,24844.6875,2.333,9,1,2000-01-08
198758,2000,1,8,18.0,19.5,24844.75,24844.8125,0.667,3,1,2000-01-08
198759,2000,1,8,21.0,22.5,24844.875,24844.9375,0.0,0,1,2000-01-08
198760,2000,1,9,0.0,1.5,24845.0,24845.0625,1.333,5,1,2000-01-09
198761,2000,1,9,3.0,4.5,24845.125,24845.1875,1.333,5,1,2000-01-09
198762,2000,1,9,6.0,7.5,24845.25,24845.3125,0.0,0,1,2000-01-09
198763,2000,1,9,9.0,10.5,24845.375,24845.4375,0.0,0,1,2000-01-09
198764,2000,1,9,12.0,13.5,24845.5,24845.5625,0.333,2,1,2000-01-09
198765,2000,1,9,15.0,16.5,24845.625,24845.6875,0.333,2,1,2000-01-09
198766,2000,1,9,18.0,19.5,24845.75,24845.8125,0.333,2,1,2000-01-09
198767,2000,1,9,21.0,22.5,24845.875,24845.9375,1.667,6,1,2000-01-09
198768,2000,1,10,0.0,1.5,24846.0,24846.0625,1.333,5,1,2000-01-10
198769,2000,1,10,3.0,4.5,24846.125,24846.1875,2.0,7,1,2000-01-10
198770,2000,1,10,6.0,7.5,24846.25,24846.3125,0.667,3,1,2000-01-10
198771,2000,1,10,9.0,10.5,24846.375,24846.4375,0.667,3,1,2000-01-10
198772,2000,1,10,12.0,13.5,24846.5,24846.5625,1.0,4,1,2000-01-10
198773,2000,1,10,15.0,16.5,24846.625,24846.6875,1.667,6,1,2000-01-10
198774,2000,1,10,18.0,19.5,24846.75,24846.8125,2.0,7,1,2000-01-10
198775,2000,1,10,21.0,22.5,24846.875,24846.9375,3.0,15,1,2000-01-10
198776,2000,1,11,0.0,1.5,24847.0,24847.0625,3.0,15,1,2000-01-11
198777,2000,1,11,3.0,4.5,24847.125,24847.1875,2.333,9,1,2000-01-11
198778,2000,1,11,6.0,7.5,24847.25,24847.3125,1.667,6,1,2000-01-11
198779,2000,1,11,9.0,10.5,24847.375,24847.4375,2.333,9,1,2000-01-11
198780,2000,1,11,12.0,13.5,24847.5,24847.5625,3.667,22,1,2000-01-11
198781,2000,1,11,15.0,16.5,24847.625,24847.6875,3.667,22,1,2000-01-11
198782,2000,1,11,18.0,19.5,24847.75,24847.8125,5.333,56,1,2000-01-11
198783,2000,1,11,21.0,22.5,24847.875,24847.9375,5.333,56,1,2000-01-11
198784,2000,1,12,0.0,1.5,24848.0,24848.0625,3.667,22,1,2000-01-12
198785,2000,1,12,3.0,4.5,24848.125,24848.1875,3.0,15,1,2000-01-12
198786,2000,1,12,6.0,7.5,24848.25,24848.3125,2.667,12,1,2000-01-12
198787,2000,1,12,9.0,10.5,24848.375,24848.4375,2.0,7,1,2000-01-12
198788,2000,1,12,12.0,13.5,24848.5,24848.5625,1.0,4,1,2000-01-12
198789,2000,1,12,15.0,16.5,24848.625,24848.6875,2.0,7,1,2000-01-12
198790,2000,1,12,18.0,19.5,24848.75,24848.8125,2.333,9,1,2000-01-12
198791,2000,1,12,21.0,22.5,24848.875,24848.9375,2.0,7,1,2000-01-12
198792,2000,1,13,0.0,1.5,24849.0,24849.0625,2.0,7,1,2000-01-13
198793,2000,1,13,3.0,4.5,24849.125,24849.1875,2.333,9,1,2000-01-13
198794,2000,1,13,6.0,7.5,24849.25,24849.3125,2.333,9,1,2000-01-13
198795,2000,1,13,9.0,10.5,24849.375,24849.4375,3.0,15,1,2000-01-13
198796,2000,1,13,12.0,13.5,24849.5,24849.5625,2.333,9,1,2000-01-13
198797,2000,1,13,15.0,16.5,24849.625,24849.6875,2.667,12,1,2000-01-13
198798,2000,1,13,18.0,19.5,24849.75,24849.8125,1.0,4,1,2000-01-13
198799,2000,1,13,21.0,22.5,24849.875,24849.9375,1.667,6,1,2000-01-13
198800,2000,1,14,0.0,1.5,24850.0,24850.0625,3.0,15,1,2000-01-14
198801,2000,1,14,3.0,4.5,24850.125,24850.1875,2.333,9,1,2000-01-14
198802,2000,1,14,6.0,7.5,24850.25,24850.3125,1.0,4,1,2000-01-14
198803,2000,1,14,9.0,10.5,24850.375,24850.4375,0.667,3,1,2000-01-14
198804,2000,1,14,12.0,13.5,24850.5,24850.5625,1.667,6,1,2000-01-14
198805,2000,1,14,15.0,16.5,24850.625,24850.6875,2.333,9,1,2000-01-14
198806,2000,1,14,18.0,19.5,24850.75,24850.8125,2.333,9,1,2000-01-14
198807,2000,1,14,21.0,22.5,24850.875,24850.9375,1.667,6,1,2000-01-14
198808,2000,1,15,0.0,1.5,24851.0,24851.0625,2.0,7,1,2000-01-15
198809,2000,1,15,3.0,4.5,24851.125,24851.1875,2.0,7,1,2000-01-15
198810,2000,1,15,6.0,7.5,24851.25,24851.3125,1.333,5,1,2000-01-15
198811,2000,1,15,9.0,10.5,24851.375,24851.4375,0.667,3,1,2000-01-15
198812,2000,1,15,12.0,13.5,24851.5,24851.5625,2.0,7,1,2000-01-15
198813,2000,1,15,15.0,16.5,24851.625,24851.6875,1.333,5,1,2000-01-15
198814,2000,1,15,18.0,19.5,24851.75,24851.8125,1.333,5,1,2000-01-15
198815,2000,1,15,21.0,22.5,24851.875,24851.9375,1.667,6,1,2000-01-15
198816,2000,1,16,0.0,1.5,24852.0,24852.0625,1.333,5,1,2000-01-16
198817,2000,1,16,3.0,4.5,24852.125,24852.1875,1.0,4,1,2000-01-16
198818,2000,1,16,6.0,7.5,24852.25,24852.3125,1.333,5,1,2000-01-16
198819,2000,1,16,9.0,10.5,24852.375,24852.4375,1.333,5,1,2000-01-16
198820,2000,1,16,12.0,13.5,24852.5,24852.5625,1.667,6,1,2000-01-16
198821,2000,1,16,15.0,16.5,24852.625,24852.6875,1.667,6,1,2000-01-16
198822,2000,1,16,18.0,19.5,24852.75,24852.8125,1.667,6,1,2000-01-16
198823,2000,1,16,21.0,22.5,24852.875,24852.9375,2.0,7,1,2000-01-16
198824,2000,1,17,0.0,1.5,24853.0,24853.0625,1.333,5,1,2000-01-17
198825,2000,1,17,3.0,4.5,24853.125,24853.1875,0.333,2,1,2000-01-17
198826,2000,1,17,6.0,7.5,24853.25,24853.3125,1.0,4,1,2000-01-17
198827,2000,1,17,9.0,10.5,24853.375,24853.4375,0.333,2,1,2000-01-17
198828,2000,1,17,12.0,13.5,24853.5,24853.5625,0.667,3,1,2000-01-17
198829,2000,1,17,15.0,16.5,24853.625,24853.6875,0.333,2,1,2000-01-17
198830,2000,1,17,18.0,19.5,24853.75,24853.8125,0.667,3,1,2000-01-17
198831,2000,1,17,21.0,22.5,24853.875,24853.9375,0.0,0,1,2000-01-17
198832,2000,1,18,0.0,1.5,24854.0,24854.0625,0.333,2,1,2000-01-18
198833,2000,1,18,3.0,4.5,24854.125,24854.1875,0.333,2,1,2000-01-18
198834,2000,1,18,6.0,7.5,24854.25,24854.3125,0.667,3,1,2000-01-18
198835,2000,1,18,9.0,10.5,24854.375,24854.4375,0.667,3,1,2000-01-18
198836,2000,1,18,12.0,13.5,24854.5,24854.5625,1.0,4,1,2000-01-18
198837,2000,1,18,15.0,16.5,24854.625,24854.6875,1.333,5,1,2000-01-18
198838,2000,1,18,18.0,19.5,24854.75,24854.8125,0.667,3,1,2000-01-18
198839,2000,1,18,21.0,22.5,24854.875,24854.9375,0.667,3,1,2000-01-18
198840,2000,1,19,0.0,1.5,24855.0,24855.0625,0.667,3,1,2000-01-19
198841,2000,1,19,3.0,4.5,24855.125,24855.1875,0.333,2,1,2000-01-19
198842,2000,1,19,6.0,7.5,24855.25,24855.3125,0.667,3,1,2000-01-19
198843,2000,1,19,9.0,10.5,24855.375,24855.4375,0.333,2,1,2000-01-19
198844,2000,1,19,12.0,13.5,24855.5,24855.5625,0.667,3,1,2000-01-19
198845,2000,1,19,15.0,16.5,24855.625,24855.6875,1.333,5,1,2000-01-19
198846,2000,1,19,18.0,19.5,24855.75,24855.8125,2.0,7,1,2000-01-19
198847,2000,1,19,21.0,22.5,24855.875,24855.9375,3.0,15,1,2000-01-19
198848,2000,1,20,0.0,1.5,24856.0,24856.0625,2.333,9,1,2000-01-20
198849,2000,1,20,3.0,4.5,24856.125,24856.1875,1.667,6,1,2000-01-20
198850,2000,1,20,6.0,7.5,24856.25,24856.3125,2.333,9,1,2000-01-20
198851,2000,1,20,9.0,10.5,24856.375,24856.4375,2.0,7,1,2000-01-20
198852,2000,1,20,12.0,13.5,24856.5,24856.5625,3.0,15,1,2000-01-20
198853,2000,1,20,15.0,16.5,24856.625,24856.6875,2.333,9,1,2000-01-20
198854,2000,1,20,18.0,19.5,24856.75,24856.8125,3.667,22,1,2000-01-20
198855,2000,1,20,21.0,22.5,24856.875,24856.9375,1.667,6,1,2000-01-20
198856,2000,1,21,0.0,1.5,24857.0,24857.0625,0.667,3,1,2000-01-21
198857,2000,1,21,3.0,4.5,24857.125,24857.1875,0.0,0,1,2000-01-21
198858,2000,1,21,6.0,7.5,24857.25,24857.3125,0.0,0,1,2000-01-21
198859,2000,1,21,9.0,10.5,24857.375,24857.4375,0.333,2,1,2000-01-21
198860,2000,1,21,12.0,13.5,24857.5,24857.5625,0.667,3,1,2000-01-21
198861,2000,1,21,15.0,16.5,24857.625,24857.6875,0.333,2,1,2000-01-21
198862,2000,1,21,18.0,19.5,24857.75,24857.8125,0.0,0,1,2000-01-21
198863,2000,1,21,21.0,22.5,24857.875,24857.9375,0.333,2,1,2000-01-21
198864,2000,1,22,0.0,1.5,24858.0,24858.0625,1.333,5,1,2000-01-22
198865,2000,1,22,3.0,4.5,24858.125,24858.1875,2.333,9,1,2000-01-22
198866,2000,1,22,6.0,7.5,24858.25,24858.3125,2.333,9,1,2000-01-22
198867,2000,1,22,9.0,10.5,24858.375,24858.4375,3.0,15,1,2000-01-22
198868,2000,1,22,12.0,13.5,24858.5,24858.5625,3.333,18,1,2000-01-22
198869,2000,1,22,15.0,16.5,24858.625,24858.6875,3.333,18,1,2000-01-22
198870,2000,1,22,18.0,19.5,24858.75,24858.8125,5.333,56,1,2000-01-22
198871,2000,1,22,21.0,22.5,24858.875,24858.9375,5.0,48,1,2000-01-22
198872,2000,1,23,0.0,1.5,24859.0,24859.0625,6.333,94,1,2000-01-23
198873,2000,1,23,3.0,4.5,24859.125,24859.1875,5.667,67,1,2000-01-23
198874,2000,1,23,6.0,7.5,24859.25,24859.3125,2.0,7,1,2000-01-23
198875,2000,1,23,9.0,10.5,24859.375,24859.4375,3.667,22,1,2000-01-23
198876,2000,1,23,12.0,13.5,24859.5,24859.5625,3.667,22,1,2000-01-23
198877,2000,1,23,15.0,16.5,24859.625,24859.6875,2.667,12,1,2000-01-23
198878,2000,1,23,18.0,19.5,24859.75,24859.8125,1.0,4,1,2000-01-23
198879,2000,1,23,21.0,22.5,24859.875,24859.9375,1.0,4,1,2000-01-23
198880,2000,1,24,0.0,1.5,24860.0,24860.0625,1.667,6,1,2000-01-24
198881,2000,1,24,3.0,4.5,24860.125,24860.1875,2.667,12,1,2000-01-24
198882,2000,1,24,6.0,7.5,24860.25,24860.3125,4.0,27,1,2000-01-24
198883,2000,1,24,9.0,10.5,24860.375,24860.4375,3.333,18,1,2000-01-24
198884,2000,1,24,12.0,13.5,24860.5,24860.5625,2.333,9,1,2000-01-24
198885,2000,1,24,15.0,16.5,24860.625,24860.6875,2.333,9,1,2000-01-24
198886,2000,1,24,18.0,19.5,24860.75,24860.8125,2.333,9,1,2000-01-24
198887,2000,1,24,21.0,22.5,24860.875,24860.9375,3.0,15,1,2000-01-24
198888,2000,1,25,0.0,1.5,24861.0,24861.0625,2.0,7,1,2000-01-25
198889,2000,1,25,3.0,4.5,24861.125,24861.1875,2.667,12,1,2000-01-25
198890,2000,1,25,6.0,7.5,24861.25,24861.3125,2.0,7,1,2000-01-25
198891,2000,1,25,9.0,10.5,24861.375,24861.4375,1.333,5,1,2000-01-25
198892,2000,1,25,12.0,13.5,24861.5,24861.5625,1.0,4,1,2000-01-25
198893,2000,1,25,15.0,16.5,24861.625,24861.6875,1.333,5,1,2000-01-25
198894,2000,1,25,18.0,19.5,24861.75,24861.8125,2.333,9,1,2000-01-25
198895,2000,1,25,21.0,22.5,24861.875,24861.9375,1.667,6,1,2000-01-25
198896,2000,1,26,0.0,1.5,24862.0,24862.0625,2.0,7,1,2000-01-26
198897,2000,1,26,3.0,4.5,24862.125,24862.1875,3.0,15,1,2000-01-26
198898,2000,1,26,6.0,7.5,24862.25,24862.3125,2.0,7,1,2000-01-26
198899,2000,1,26,9.0,10.5,24862.375,24862.4375,1.333,5,1,2000-01-26
198900,2000,1,26,12.0,13.5,24862.5,24862.5625,1.0,4,1,2000-01-26
198901,2000,1,26,15.0,16.5,24862.625,24862.6875,1.0,4,1,2000-01-26
198902,2000,1,26,18.0,19.5,24862.75,24862.8125,1.333,5,1,2000-01-26
198903,2000,1,26,21.0,22.5,24862.875,24862.9375,3.0,15,1,2000-01-26
198904,2000,1,27,0.0,1.5,24863.0,24863.0625,3.333,18,1,2000-01-27
198905,2000,1,27,3.0,4.5,24863.125,24863.1875,2.333,9,1,2000-01-27
198906,2000,1,27,6.0,7.5,24863.25,24863.3125,1.667,6,1,2000-01-27
198907,2000,1,27,9.0,10.5,24863.375,24863.4375,2.0,7,1,2000-01-27
198908,2000,1,27,12.0,13.5,24863.5,24863.5625,3.0,15,1,2000-01-27
198909,2000,1,27,15.0,16.5,24863.625,24863.6875,3.0,15,1,2000-01-27
198910,2000,1,27,18.0,19.5,24863.75,24863.8125,4.333,32,1,2000-01-27
198911,2000,1,27,21.0,22.5,24863.875,24863.9375,4.333,32,1,2000-01-27
198912,2000,1,28,0.0,1.5,24864.0,24864.0625,5.0,48,1,2000-01-28
198913,2000,1,28,3.0,4.5,24864.125,24864.1875,5.0,48,1,2000-01-28
198914,2000,1,28,6.0,7.5,24864.25,24864.3125,4.333,32,1,2000-01-28
198915,2000,1,28,9.0,10.5,24864.375,24864.4375,3.667,22,1,2000-01-28
198916,2000,1,28,12.0,13.5,24864.5,24864.5625,4.333,32,1,2000-01-28
198917,2000,1,28,15.0,16.5,24864.625,24864.6875,3.667,22,1,2000-01-28
198918,2000,1,28,18.0,19.5,24864.75,24864.8125,3.333,18,1,2000-01-28
198919,2000,1,28,21.0,22.5,24864.875,24864.9375,4.333,32,1,2000-01-28
198920,2000,1,29,0.0,1.5,24865.0,24865.0625,4.333,32,1,2000-01-29
198921,2000,1,29,3.0,4.5,24865.125,24865.1875,4.0,27,1,2000-01-29
198922,2000,1,29,6.0,7.5,24865.25,24865.3125,4.333,32,1,2000-01-29
198923,2000,1,29,9.0,10.5,24865.375,24865.4375,4.0,27,1,2000-01-29
198924,2000,1,29,12.0,13.5,24865.5,24865.5625,4.333,32,1,2000-01-29
198925,2000,1,29,15.0,16.5,24865.625,24865.6875,4.667,39,1,2000-01-29
198926,2000,1,29,18.0,19.5,24865.75,24865.8125,4.333,32,1,2000-01-29
198927,2000,1,29,21.0,22.5,24865.875,24865.9375,3.667,22,1,2000-01-29
198928,2000,1,30,0.0,1.5,24866.0,24866.0625,2.667,12,1,2000-01-30
198929,2000,1,30,3.0,4.5,24866.125,24866.1875,2.667,12,1,2000-01-30
198930,2000,1,30,6.0,7.5,24866.25,24866.3125,3.333,18,1,2000-01-30
198931,2000,1,30,9.0,10.5,24866.375,24866.4375,2.0,7,1,2000-01-30
198932,2000,1,30,12.0,13.5,24866.5,24866.5625,3.333,18,1,2000-01-30
198933,2000,1,30,15.0,16.5,24866.625,24866.6875,3.0,15,1,2000-01-30
198934,2000,1,30,18.0,19.5,24866.75,24866.8125,3.667,22,1,2000-01-30
198935,2000,1,30,21.0,22.5,24866.875,24866.9375,3.0,15,1,2000-01-30
198936,2000,1,31,0.0,1.5,24867.0,24867.0625,3.333,18,1,2000-01-31
198937,2000,1,31,3.0,4.5,24867.125,24867.1875,2.333,9,1,2000-01-31
198938,2000,1,31,6.0,7.5,24867.25,24867.3125,2.667,12,1,2000-01-31
198939,2000,1,31,9.0,10.5,24867.375,24867.4375,2.333,9,1,2000-01-31
198940,2000,1,31,12.0,13.5,24867.5,24867.5625,2.333,9,1,2000-01-31
198941,2000,1,31,15.0,16.5,24867.625,24867.6875,2.667,12,1,2000-01-31
198942,2000,1,31,18.0,19.5,24867.75,24867.8125,2.0,7,1,2000-01-31
198943,2000,1,31,21.0,22.5,24867.875,24867.9375,2.0,7,1,2000-01-31
198944,2000,2,1,0.0,1.5,24868.0,24868.0625,2.333,9,1,2000-02-01
198945,2000,2,1,3.0,4.5,24868.125,24868.1875,1.333,5,1,2000-02-01
198946,2000,2,1,6.0,7.5,24868.25,24868.3125,2.0,7,1,2000-02-01
198947,2000,2,1,9.0,10.5,24868.375,24868.4375,0.667,3,1,2000-02-01
198948,2000,2,1,12.0,13.5,24868.5,24868.5625,3.0,15,1,2000-02-01
198949,2000,2,1,15.0,16.5,24868.625,24868.6875,2.0,7,1,2000-02-01
198950,2000,2,1,18.0,19.5,24868.75,24868.8125,2.333,9,1,2000-02-01
198951,2000,2,1,21.0,22.5,24868.875,24868.9375,2.667,12,1,2000-02-01
198952,2000,2,2,0.0,1.5,24869.0,24869.0625,2.333,9,1,2000-02-02
198953,2000,2,2,3.0,4.5,24869.125,24869.1875,1.333,5,1,2000-02-02
198954,2000,2,2,6.0,7.5,24869.25,24869.3125,0.667,3,1,2000-02-02
198955,2000,2,2,9.0,10.5,24869.375,24869.4375,1.667,6,1,2000-02-02
198956,2000,2,2,12.0,13.5,24869.5,24869.5625,2.667,12,1,2000-02-02
198957,2000,2,2,15.0,16.5,24869.625,24869.6875,3.333,18,1,2000-02-02
198958,2000,2,2,18.0,19.5,24869.75,24869.8125,2.0,7,1,2000-02-02
198959,2000,2,2,21.0,22.5,24869.875,24869.9375,2.0,7,1,2000-02-02
198960,2000,2,3,0.0,1.5,24870.0,24870.0625,1.0,4,1,2000-02-03
198961,2000,2,3,3.0,4.5,24870.125,24870.1875,1.0,4,1,2000-02-03
198962,2000,2,3,6.0,7.5,24870.25,24870.3125,2.333,9,1,2000-02-03
198963,2000,2,3,9.0,10.5,24870.375,24870.4375,1.333,5,1,2000-02-03
198964,2000,2,3,12.0,13.5,24870.5,24870.5625,3.0,15,1,2000-02-03
198965,2000,2,3,15.0,16.5,24870.625,24870.6875,2.667,12,1,2000-02-03
198966,2000,2,3,18.0,19.5,24870.75,24870.8125,2.667,12,1,2000-02-03
198967,2000,2,3,21.0,22.5,24870.875,24870.9375,3.667,22,1,2000-02-03
198968,2000,2,4,0.0,1.5,24871.0,24871.0625,2.0,7,1,2000-02-04
198969,2000,2,4,3.0,4.5,24871.125,24871.1875,1.333,5,1,2000-02-04
198970,2000,2,4,6.0,7.5,24871.25,24871.3125,2.0,7,1,2000-02-04
198971,2000,2,4,9.0,10.5,24871.375,24871.4375,0.667,3,1,2000-02-04
198972,2000,2,4,12.0,13.5,24871.5,24871.5625,1.0,4,1,2000-02-04
198973,2000,2,4,15.0,16.5,24871.625,24871.6875,1.0,4,1,2000-02-04
198974,2000,2,4,18.0,19.5,24871.75,24871.8125,0.667,3,1,2000-02-04
198975,2000,2,4,21.0,22.5,24871.875,24871.9375,2.0,7,1,2000-02-04
198976,2000,2,5,0.0,1.5,24872.0,24872.0625,1.0,4,1,2000-02-05
198977,2000,2,5,3.0,4.5,24872.125,24872.1875,0.333,2,1,2000-02-05
198978,2000,2,5,6.0,7.5,24872.25,24872.3125,0.333,2,1,2000-02-05
198979,2000,2,5,9.0,10.5,24872.375,24872.4375,1.0,4,1,2000-02-05
198980,2000,2,5,12.0,13.5,24872.5,24872.5625,1.0,4,1,2000-02-05
198981,2000,2,5,15.0,16.5,24872.625,24872.6875,3.0,15,1,2000-02-05
198982,2000,2,5,18.0,19.5,24872.75,24872.8125,4.333,32,1,2000-02-05
198983,2000,2,5,21.0,22.5,24872.875,24872.9375,4.333,32,1,2000-02-05
198984,2000,2,6,0.0,1.5,24873.0,24873.0625,4.667,39,1,2000-02-06
198985,2000,2,6,3.0,4.5,24873.125,24873.1875,5.0,48,1,2000-02-06
198986,2000,2,6,6.0,7.5,24873.25,24873.3125,3.667,22,1,2000-02-06
198987,2000,2,6,9.0,10.5,24873.375,24873.4375,4.333,32,1,2000-02-06
198988,2000,2,6,12.0,13.5,24873.5,24873.5625,4.0,27,1,2000-02-06
198989,2000,2,6,15.0,16.5,24873.625,24873.6875,3.333,18,1,2000-02-06
198990,2000,2,6,18.0,19.5,24873.75,24873.8125,4.667,39,1,2000-02-06
198991,2000,2,6,21.0,22.5,24873.875,24873.9375,5.0,48,1,2000-02-06
198992,2000,2,7,0.0,1.5,24874.0,24874.0625,5.333,56,1,2000-02-07
198993,2000,2,7,3.0,4.5,24874.125,24874.1875,3.667,22,1,2000-02-07
198994,2000,2,7,6.0,7.5,24874.25,24874.3125,3.667,22,1,2000-02-07
198995,2000,2,7,9.0,10.5,24874.375,24874.4375,4.0,27,1,2000-02-07
198996,2000,2,7,12.0,13.5,24874.5,24874.5625,4.667,39,1,2000-02-07
198997,2000,2,7,15.0,16.5,24874.625,24874.6875,4.0,27,1,2000-02-07
198998,2000,2,7,18.0,19.5,24874.75,24874.8125,4.0,27,1,2000-02-07
198999,2000,2,7,21.0,22.5,24874.875,24874.9375,4.0,27,1,2000-02-07
199000,2000,2,8,0.0,1.5,24875.0,24875.0625,3.667,22,1,2000-02-08
199001,2000,2,8,3.0,4.5,24875.125,24875.1875,3.333,18,1,2000-02-08
199002,2000,2,8,6.0,7.5,24875.25,24875.3125,1.667,6,1,2000-02-08
199003,2000,2,8,9.0,10.5,24875.375,24875.4375,2.667,12,1,2000-02-08
199004,2000,2,8,12.0,13.5,24875.5,24875.5625,3.0,15,1,2000-02-08
199005,2000,2,8,15.0,16.5,24875.625,24875.6875,3.0,15,1,2000-02-08
199006,2000,2,8,18.0,19.5,24875.75,24875.8125,3.667,22,1,2000-02-08
199007,2000,2,8,21.0,22.5,24875.875,24875.9375,2.667,12,1,2000-02-08
199008,2000,2,9,0.0,1.5,24876.0,24876.0625,1.667,6,1,2000-02-09
199009,2000,2,9,3.0,4.5,24876.125,24876.1875,3.0,15,1,2000-02-09
199010,2000,2,9,6.0,7.5,24876.25,24876.3125,2.667,12,1,2000-02-09
199011,2000,2,9,9.0,10.5,24876.375,24876.4375,1.333,5,1,2000-02-09
199012,2000,2,9,12.0,13.5,24876.5,24876.5625,3.0,15,1,2000-02-09
