,YYY,MM,DD,hours,hours_mins,days,days_m,Kp,ap,D,datetime_column
203821,2001,10,2,15.0,16.5,25477.625,25477.6875,4.333,32,1,2001-10-02
203822,2001,10,2,18.0,19.5,25477.75,25477.8125,6.0,80,1,2001-10-02
203823,2001,10,2,21.0,22.5,25477.875,25477.9375,6.667,111,1,2001-10-02
203824,2001,10,3,0.0,1.5,25478.0,25478.0625,5.0,48,1,2001-10-03
203825,2001,10,3,3.0,4.5,25478.125,25478.1875,3.333,18,1,2001-10-03
203826,2001,10,3,6.0,7.5,25478.25,25478.3125,5.0,48,1,2001-10-03
203827,2001,10,3,9.0,10.5,25478.375,25478.4375,7.0,132,1,2001-10-03
203828,2001,10,3,12.0,13.5,25478.5,25478.5625,6.667,111,1,2001-10-03
203829,2001,10,3,15.0,16.5,25478.625,25478.6875,6.667,111,1,2001-10-03
203830,2001,10,3,18.0,19.5,25478.75,25478.8125,4.667,39,1,2001-10-03
203831,2001,10,3,21.0,22.5,25478.875,25478.9375,5.0,48,1,2001-10-03
203832,2001,10,4,0.0,1.5,25479.0,25479.0625,4.333,32,1,2001-10-04
203833,2001,10,4,3.0,4.5,25479.125,25479.1875,2.333,9,1,2001-10-04
203834,2001,10,4,6.0,7.5,25479.25,25479.3125,4.0,27,1,2001-10-04
203835,2001,10,4,9.0,10.5,25479.375,25479.4375,3.667,22,1,2001-10-04
203836,2001,10,4,12.0,13.5,25479.5,25479.5625,2.667,12,1,2001-10-04
203837,2001,10,4,15.0,16.5,25479.625,25479.6875,3.333,18,1,2001-10-04
203838,2001,10,4,18.0,19.5,25479.75,25479.8125,2.667,12,1,2001-10-04
203839,2001,10,4,21.0,22.5,25479.875,25479.9375,1.667,6,1,2001-10-04
203840,2001,10,5,0.0,1.5,25480.0,25480.0625,0.667,3,1,2001-10-05
203841,2001,10,5,3.0,4.5,25480.125,25480.1875,1.0,4,1,2001-10-05
203842,2001,10,5,6.0,7.5,25480.25,25480.3125,1.0,4,1,2001-10-05
203843,2001,10,5,9.0,10.5,25480.375,25480.4375,2.333,9,1,2001-10-05
203844,2001,10,5,12.0,13.5,25480.5,25480.5625,1.333,5,1,2001-10-05
203845,2001,10,5,15.0,16.5,25480.625,25480.6875,3.0,15,1,2001-10-05
203846,2001,10,5,18.0,19.5,25480.75,25480.8125,3.0,15,1,2001-10-05
203847,2001,10,5,21.0,22.5,25480.875,25480.9375,1.333,5,1,2001-10-05
203848,2001,10,6,0.0,1.5,25481.0,25481.0625,2.0,7,1,2001-10-06
203849,2001,10,6,3.0,4.5,25481.125,25481.1875,2.0,7,1,2001-10-06
203850,2001,10,6,6.0,7.5,25481.25,25481.3125,2.333,9,1,2001-10-06
203851,2001,10,6,9.0,10.5,25481.375,25481.4375,3.0,15,1,2001-10-06
203852,2001,10,6,12.0,13.5,25481.5,25481.5625,2.0,7,1,2001-10-06
203853,2001,10,6,15.0,16.5,25481.625,25481.6875,0.333,2,1,2001-10-06
203854,2001,10,6,18.0,19.5,25481.75,25481.8125,1.667,6,1,2001-10-06
203855,2001,10,6,21.0,22.5,25481.875,25481.9375,0.667,3,1,2001-10-06
203856,2001,10,7,0.0,1.5,25482.0,25482.0625,0.333,2,1,2001-10-07
203857,2001,10,7,3.0,4.5,25482.125,25482.1875,0.0,0,1,2001-10-07
203858,2001,10,7,6.0,7.5,25482.25,25482.3125,0.667,3,1,2001-10-07
203859,2001,10,7,9.0,10.5,25482.375,25482.4375,0.667,3,1,2001-10-07
203860,2001,10,7,12.0,13.5,25482.5,25482.5625,1.667,6,1,2001-10-07
203861,2001,10,7,15.0,16.5,25482.625,25482.6875,0.333,2,1,2001-10-07
203862,2001,10,7,18.0,19.5,25482.75,25482.8125,0.333,2,1,2001-10-07
203863,2001,10,7,21.0,22.5,25482.875,25482.9375,2.0,7,1,2001-10-07
203864,2001,10,8,0.0,1.5,25483.0,25483.0625,2.0,7,1,2001-10-08
203865,2001,10,8,3.0,4.5,25483.125,25483.1875,2.667,12,1,2001-10-08
203866,2001,10,8,6.0,7.5,25483.25,25483.3125,2.333,9,1,2001-10-08
203867,2001,10,8,9.0,10.5,25483.375,25483.4375,2.333,9,1,2001-10-08
203868,2001,10,8,12.0,13.5,25483.5,25483.5625,3.667,22,1,2001-10-08
203869,2001,10,8,15.0,16.5,25483.625,25483.6875,3.667,22,1,2001-10-08
203870,2001,10,8,18.0,19.5,25483.75,25483.8125,2.333,9,1,2001-10-08
203871,2001,10,8,21.0,22.5,25483.875,25483.9375,4.667,39,1,2001-10-08
203872,2001,10,9,0.0,1.5,25484.0,25484.0625,4.0,27,1,2001-10-09
203873,2001,10,9,3.0,4.5,25484.125,25484.1875,3.0,15,1,2001-10-09
203874,2001,10,9,6.0,7.5,25484.25,25484.3125,3.0,15,1,2001-10-09
203875,2001,10,9,9.0,10.5,25484.375,25484.4375,4.333,32,1,2001-10-09
203876,2001,10,9,12.0,13.5,25484.5,25484.5625,3.667,22,1,2001-10-09
203877,2001,10,9,15.0,16.5,25484.625,25484.6875,3.667,22,1,2001-10-09
203878,2001,10,9,18.0,19.5,25484.75,25484.8125,1.333,5,1,2001-10-09
203879,2001,10,9,21.0,22.5,25484.875,25484.9375,1.333,5,1,2001-10-09
203880,2001,10,10,0.0,1.5,25485.0,25485.0625,1.667,6,1,2001-10-10
203881,2001,10,10,3.0,4.5,25485.125,25485.1875,2.0,7,1,2001-10-10
203882,2001,10,10,6.0,7.5,25485.25,25485.3125,2.0,7,1,2001-10-10
203883,2001,10,10,9.0,10.5,25485.375,25485.4375,1.667,6,1,2001-10-10
203884,2001,10,10,12.0,13.5,25485.5,25485.5625,2.333,9,1,2001-10-10
203885,2001,10,10,15.0,16.5,25485.625,25485.6875,2.0,7,1,2001-10-10
203886,2001,10,10,18.0,19.5,25485.75,25485.8125,2.333,9,1,2001-10-10
203887,2001,10,10,21.0,22.5,25485.875,25485.9375,1.0,4,1,2001-10-10
203888,2001,10,11,0.0,1.5,25486.0,25486.0625,2.667,12,1,2001-10-11
203889,2001,10,11,3.0,4.5,25486.125,25486.1875,2.667,12,1,2001-10-11
203890,2001,10,11,6.0,7.5,25486.25,25486.3125,1.667,6,1,2001-10-11
203891,2001,10,11,9.0,10.5,25486.375,25486.4375,1.0,4,1,2001-10-11
203892,2001,10,11,12.0,13.5,25486.5,25486.5625,2.333,9,1,2001-10-11
203893,2001,10,11,15.0,16.5,25486.625,25486.6875,5.0,48,1,2001-10-11
203894,2001,10,11,18.0,19.5,25486.75,25486.8125,5.333,56,1,2001-10-11
203895,2001,10,11,21.0,22.5,25486.875,25486.9375,3.333,18,1,2001-10-11
203896,2001,10,12,0.0,1.5,25487.0,25487.0625,6.0,80,1,2001-10-12
203897,2001,10,12,3.0,4.5,25487.125,25487.1875,5.667,67,1,2001-10-12
203898,2001,10,12,6.0,7.5,25487.25,25487.3125,3.667,22,1,2001-10-12
203899,2001,10,12,9.0,10.5,25487.375,25487.4375,3.333,18,1,2001-10-12
203900,2001,10,12,12.0,13.5,25487.5,25487.5625,4.0,27,1,2001-10-12
203901,2001,10,12,15.0,16.5,25487.625,25487.6875,3.667,22,1,2001-10-12
203902,2001,10,12,18.0,19.5,25487.75,25487.8125,3.333,18,1,2001-10-12
203903,2001,10,12,21.0,22.5,25487.875,25487.9375,3.0,15,1,2001-10-12
203904,2001,10,13,0.0,1.5,25488.0,25488.0625,3.0,15,1,2001-10-13
203905,2001,10,13,3.0,4.5,25488.125,25488.1875,3.0,15,1,2001-10-13
203906,2001,10,13,6.0,7.5,25488.25,25488.3125,3.0,15,1,2001-10-13
203907,2001,10,13,9.0,10.5,25488.375,25488.4375,3.0,15,1,2001-10-13
203908,2001,10,13,12.0,13.5,25488.5,25488.5625,2.0,7,1,2001-10-13
203909,2001,10,13,15.0,16.5,25488.625,25488.6875,2.333,9,1,2001-10-13
203910,2001,10,13,18.0,19.5,25488.75,25488.8125,2.0,7,1,2001-10-13
203911,2001,10,13,21.0,22.5,25488.875,25488.9375,0.667,3,1,2001-10-13
203912,2001,10,14,0.0,1.5,25489.0,25489.0625,1.333,5,1,2001-10-14
203913,2001,10,14,3.0,4.5,25489.125,25489.1875,2.667,12,1,2001-10-14
203914,2001,10,14,6.0,7.5,25489.25,25489.3125,3.0,15,1,2001-10-14
203915,2001,10,14,9.0,10.5,25489.375,25489.4375,2.667,12,1,2001-10-14
203916,2001,10,14,12.0,13.5,25489.5,25489.5625,2.0,7,1,2001-10-14
203917,2001,10,14,15.0,16.5,25489.625,25489.6875,2.667,12,1,2001-10-14
203918,2001,10,14,18.0,19.5,25489.75,25489.8125,4.0,27,1,2001-10-14
203919,2001,10,14,21.0,22.5,25489.875,25489.9375,3.0,15,1,2001-10-14
203920,2001,10,15,0.0,1.5,25490.0,25490.0625,3.0,15,1,2001-10-15
203921,2001,10,15,3.0,4.5,25490.125,25490.1875,3.667,22,1,2001-10-15
203922,2001,10,15,6.0,7.5,25490.25,25490.3125,2.0,7,1,2001-10-15
203923,2001,10,15,9.0,10.5,25490.375,25490.4375,2.333,9,1,2001-10-15
203924,2001,10,15,12.0,13.5,25490.5,25490.5625,1.667,6,1,2001-10-15
203925,2001,10,15,15.0,16.5,25490.625,25490.6875,2.0,7,1,2001-10-15
203926,2001,10,15,18.0,19.5,25490.75,25490.8125,1.0,4,1,2001-10-15
203927,2001,10,15,21.0,22.5,25490.875,25490.9375,1.667,6,1,2001-10-15
203928,2001,10,16,0.0,1.5,25491.0,25491.0625,3.0,15,1,2001-10-16
203929,2001,10,16,3.0,4.5,25491.125,25491.1875,2.0,7,1,2001-10-16
203930,2001,10,16,6.0,7.5,25491.25,25491.3125,2.0,7,1,2001-10-16
203931,2001,10,16,9.0,10.5,25491.375,25491.4375,1.667,6,1,2001-10-16
203932,2001,10,16,12.0,13.5,25491.5,25491.5625,2.0,7,1,2001-10-16
203933,2001,10,16,15.0,16.5,25491.625,25491.6875,1.667,6,1,2001-10-16
203934,2001,10,16,18.0,19.5,25491.75,25491.8125,1.667,6,1,2001-10-16
203935,2001,10,16,21.0,22.5,25491.875,25491.9375,1.333,5,1,2001-10-16
203936,2001,10,17,0.0,1.5,25492.0,25492.0625,2.333,9,1,2001-10-17
203937,2001,10,17,3.0,4.5,25492.125,25492.1875,1.0,4,1,2001-10-17
203938,2001,10,17,6.0,7.5,25492.25,25492.3125,1.333,5,1,2001-10-17
203939,2001,10,17,9.0,10.5,25492.375,25492.4375,1.0,4,1,2001-10-17
203940,2001,10,17,12.0,13.5,25492.5,25492.5625,0.667,3,1,2001-10-17
203941,2001,10,17,15.0,16.5,25492.625,25492.6875,0.667,3,1,2001-10-17
203942,2001,10,17,18.0,19.5,25492.75,25492.8125,0.333,2,1,2001-10-17
203943,2001,10,17,21.0,22.5,25492.875,25492.9375,1.0,4,1,2001-10-17
203944,2001,10,18,0.0,1.5,25493.0,25493.0625,0.667,3,1,2001-10-18
203945,2001,10,18,3.0,4.5,25493.125,25493.1875,0.0,0,1,2001-10-18
203946,2001,10,18,6.0,7.5,25493.25,25493.3125,0.333,2,1,2001-10-18
203947,2001,10,18,9.0,10.5,25493.375,25493.4375,0.333,2,1,2001-10-18
203948,2001,10,18,12.0,13.5,25493.5,25493.5625,1.0,4,1,2001-10-18
203949,2001,10,18,15.0,16.5,25493.625,25493.6875,1.333,5,1,2001-10-18
203950,2001,10,18,18.0,19.5,25493.75,25493.8125,1.667,6,1,2001-10-18
203951,2001,10,18,21.0,22.5,25493.875,25493.9375,0.667,3,1,2001-10-18
203952,2001,10,19,0.0,1.5,25494.0,25494.0625,0.667,3,1,2001-10-19
203953,2001,10,19,3.0,4.5,25494.125,25494.1875,1.0,4,1,2001-10-19
203954,2001,10,19,6.0,7.5,25494.25,25494.3125,1.0,4,1,2001-10-19
203955,2001,10,19,9.0,10.5,25494.375,25494.4375,1.667,6,1,2001-10-19
203956,2001,10,19,12.0,13.5,25494.5,25494.5625,2.667,12,1,2001-10-19
203957,2001,10,19,15.0,16.5,25494.625,25494.6875,3.333,18,1,2001-10-19
203958,2001,10,19,18.0,19.5,25494.75,25494.8125,3.0,15,1,2001-10-19
203959,2001,10,19,21.0,22.5,25494.875,25494.9375,2.0,7,1,2001-10-19
203960,2001,10,20,0.0,1.5,25495.0,25495.0625,1.0,4,1,2001-10-20
203961,2001,10,20,3.0,4.5,25495.125,25495.1875,3.333,18,1,2001-10-20
203962,2001,10,20,6.0,7.5,25495.25,25495.3125,2.667,12,1,2001-10-20
203963,2001,10,20,9.0,10.5,25495.375,25495.4375,3.333,18,1,2001-10-20
203964,2001,10,20,12.0,13.5,25495.5,25495.5625,2.667,12,1,2001-10-20
203965,2001,10,20,15.0,16.5,25495.625,25495.6875,2.333,9,1,2001-10-20
203966,2001,10,20,18.0,19.5,25495.75,25495.8125,2.0,7,1,2001-10-20
203967,2001,10,20,21.0,22.5,25495.875,25495.9375,2.333,9,1,2001-10-20
203968,2001,10,21,0.0,1.5,25496.0,25496.0625,3.0,15,1,2001-10-21
203969,2001,10,21,3.0,4.5,25496.125,25496.1875,2.667,12,1,2001-10-21
203970,2001,10,21,6.0,7.5,25496.25,25496.3125,2.0,7,1,2001-10-21
203971,2001,10,21,9.0,10.5,25496.375,25496.4375,1.333,5,1,2001-10-21
203972,2001,10,21,12.0,13.5,25496.5,25496.5625,2.0,7,1,2001-10-21
203973,2001,10,21,15.0,16.5,25496.625,25496.6875,6.0,80,1,2001-10-21
203974,2001,10,21,18.0,19.5,25496.75,25496.8125,7.333,154,1,2001-10-21
203975,2001,10,21,21.0,22.5,25496.875,25496.9375,7.667,179,1,2001-10-21
203976,2001,10,22,0.0,1.5,25497.0,25497.0625,7.0,132,1,2001-10-22
203977,2001,10,22,3.0,4.5,25497.125,25497.1875,4.667,39,1,2001-10-22
203978,2001,10,22,6.0,7.5,25497.25,25497.3125,3.667,22,1,2001-10-22
203979,2001,10,22,9.0,10.5,25497.375,25497.4375,6.0,80,1,2001-10-22
203980,2001,10,22,12.0,13.5,25497.5,25497.5625,6.0,80,1,2001-10-22
203981,2001,10,22,15.0,16.5,25497.625,25497.6875,7.333,154,1,2001-10-22
203982,2001,10,22,18.0,19.5,25497.75,25497.8125,7.0,132,1,2001-10-22
203983,2001,10,22,21.0,22.5,25497.875,25497.9375,7.0,132,1,2001-10-22
203984,2001,10,23,0.0,1.5,25498.0,25498.0625,5.333,56,1,2001-10-23
203985,2001,10,23,3.0,4.5,25498.125,25498.1875,4.333,32,1,2001-10-23
203986,2001,10,23,6.0,7.5,25498.25,25498.3125,3.667,22,1,2001-10-23
203987,2001,10,23,9.0,10.5,25498.375,25498.4375,1.667,6,1,2001-10-23
203988,2001,10,23,12.0,13.5,25498.5,25498.5625,2.0,7,1,2001-10-23
203989,2001,10,23,15.0,16.5,25498.625,25498.6875,1.333,5,1,2001-10-23
203990,2001,10,23,18.0,19.5,25498.75,25498.8125,1.333,5,1,2001-10-23
203991,2001,10,23,21.0,22.5,25498.875,25498.9375,1.0,4,1,2001-10-23
203992,2001,10,24,0.0,1.5,25499.0,25499.0625,0.667,3,1,2001-10-24
203993,2001,10,24,3.0,4.5,25499.125,25499.1875,0.333,2,1,2001-10-24
203994,2001,10,24,6.0,7.5,25499.25,25499.3125,0.667,3,1,2001-10-24
203995,2001,10,24,9.0,10.5,25499.375,25499.4375,0.333,2,1,2001-10-24
203996,2001,10,24,12.0,13.5,25499.5,25499.5625,0.0,0,1,2001-10-24
203997,2001,10,24,15.0,16.5,25499.625,25499.6875,0.333,2,1,2001-10-24
203998,2001,10,24,18.0,19.5,25499.75,25499.8125,0.333,2,1,2001-10-24
203999,2001,10,24,21.0,22.5,25499.875,25499.9375,0.0,0,1,2001-10-24
204000,2001,10,25,0.0,1.5,25500.0,25500.0625,0.0,0,1,2001-10-25
204001,2001,10,25,3.0,4.5,25500.125,25500.1875,0.667,3,1,2001-10-25
204002,2001,10,25,6.0,7.5,25500.25,25500.3125,3.0,15,1,2001-10-25
204003,2001,10,25,9.0,10.5,25500.375,25500.4375,2.333,9,1,2001-10-25
204004,2001,10,25,12.0,13.5,25500.5,25500.5625,1.0,4,1,2001-10-25
204005,2001,10,25,15.0,16.5,25500.625,25500.6875,2.0,7,1,2001-10-25
204006,2001,10,25,18.0,19.5,25500.75,25500.8125,2.333,9,1,2001-10-25
204007,2001,10,25,21.0,22.5,25500.875,25500.9375,2.0,7,1,2001-10-25
204008,2001,10,26,0.0,1.5,25501.0,25501.0625,0.667,3,1,2001-10-26
204009,2001,10,26,3.0,4.5,25501.125,25501.1875,0.667,3,1,2001-10-26
204010,2001,10,26,6.0,7.5,25501.25,25501.3125,1.333,5,1,2001-10-26
204011,2001,10,26,9.0,10.5,25501.375,25501.4375,1.667,6,1,2001-10-26
204012,2001,10,26,12.0,13.5,25501.5,25501.5625,0.333,2,1,2001-10-26
204013,2001,10,26,15.0,16.5,25501.625,25501.6875,1.0,4,1,2001-10-26
204014,2001,10,26,18.0,19.5,25501.75,25501.8125,1.667,6,1,2001-10-26
204015,2001,10,26,21.0,22.5,25501.875,25501.9375,2.0,7,1,2001-10-26
204016,2001,10,27,0.0,1.5,25502.0,25502.0625,1.333,5,1,2001-10-27
204017,2001,10,27,3.0,4.5,25502.125,25502.1875,2.667,12,1,2001-10-27
204018,2001,10,27,6.0,7.5,25502.25,25502.3125,0.667,3,1,2001-10-27
204019,2001,10,27,9.0,10.5,25502.375,25502.4375,1.667,6,1,2001-10-27
204020,2001,10,27,12.0,13.5,25502.5,25502.5625,2.333,9,1,2001-10-27
204021,2001,10,27,15.0,16.5,25502.625,25502.6875,1.0,4,1,2001-10-27
204022,2001,10,27,18.0,19.5,25502.75,25502.8125,0.667,3,1,2001-10-27
204023,2001,10,27,21.0,22.5,25502.875,25502.9375,0.667,3,1,2001-10-27
204024,2001,10,28,0.0,1.5,25503.0,25503.0625,2.667,12,1,2001-10-28
204025,2001,10,28,3.0,4.5,25503.125,25503.1875,6.667,111,1,2001-10-28
204026,2001,10,28,6.0,7.5,25503.25,25503.3125,5.667,67,1,2001-10-28
204027,2001,10,28,9.0,10.5,25503.375,25503.4375,4.667,39,1,2001-10-28
204028,2001,10,28,12.0,13.5,25503.5,25503.5625,5.0,48,1,2001-10-28
204029,2001,10,28,15.0,16.5,25503.625,25503.6875,3.333,18,1,2001-10-28
204030,2001,10,28,18.0,19.5,25503.75,25503.8125,4.0,27,1,2001-10-28
204031,2001,10,28,21.0,22.5,25503.875,25503.9375,4.0,27,1,2001-10-28
204032,2001,10,29,0.0,1.5,25504.0,25504.0625,3.333,18,1,2001-10-29
204033,2001,10,29,3.0,4.5,25504.125,25504.1875,3.0,15,1,2001-10-29
204034,2001,10,29,6.0,7.5,25504.25,25504.3125,3.0,15,1,2001-10-29
204035,2001,10,29,9.0,10.5,25504.375,25504.4375,2.667,12,1,2001-10-29
204036,2001,10,29,12.0,13.5,25504.5,25504.5625,2.667,12,1,2001-10-29
204037,2001,10,29,15.0,16.5,25504.625,25504.6875,3.0,15,1,2001-10-29
204038,2001,10,29,18.0,19.5,25504.75,25504.8125,2.667,12,1,2001-10-29
204039,2001,10,29,21.0,22.5,25504.875,25504.9375,3.0,15,1,2001-10-29
204040,2001,10,30,0.0,1.5,25505.0,25505.0625,2.333,9,1,2001-10-30
204041,2001,10,30,3.0,4.5,25505.125,25505.1875,3.0,15,1,2001-10-30
204042,2001,10,30,6.0,7.5,25505.25,25505.3125,2.333,9,1,2001-10-30
204043,2001,10,30,9.0,10.5,25505.375,25505.4375,2.0,7,1,2001-10-30
204044,2001,10,30,12.0,13.5,25505.5,25505.5625,1.0,4,1,2001-10-30
204045,2001,10,30,15.0,16.5,25505.625,25505.6875,1.333,5,1,2001-10-30
204046,2001,10,30,18.0,19.5,25505.75,25505.8125,0.667,3,1,2001-10-30
204047,2001,10,30,21.0,22.5,25505.875,25505.9375,1.333,5,1,2001-10-30
204048,2001,10,31,0.0,1.5,25506.0,25506.0625,1.333,5,1,2001-10-31
204049,2001,10,31,3.0,4.5,25506.125,25506.1875,0.333,2,1,2001-10-31
204050,2001,10,31,6.0,7.5,25506.25,25506.3125,1.333,5,1,2001-10-31
204051,2001,10,31,9.0,10.5,25506.375,25506.4375,0.333,2,1,2001-10-31
204052,2001,10,31,12.0,13.5,25506.5,25506.5625,3.0,15,1,2001-10-31
204053,2001,10,31,15.0,16.5,25506.625,25506.6875,2.667,12,1,2001-10-31
204054,2001,10,31,18.0,19.5,25506.75,25506.8125,4.0,27,1,2001-10-31
204055,2001,10,31,21.0,22.5,25506.875,25506.9375,4.333,32,1,2001-10-31
204056,2001,11,1,0.0,1.5,25507.0,25507.0625,5.0,48,1,2001-11-01
204057,2001,11,1,3.0,4.5,25507.125,25507.1875,4.667,39,1,2001-11-01
204058,2001,11,1,6.0,7.5,25507.25,25507.3125,4.667,39,1,2001-11-01
204059,2001,11,1,9.0,10.5,25507.375,25507.4375,2.667,12,1,2001-11-01
204060,2001,11,1,12.0,13.5,25507.5,25507.5625,4.0,27,1,2001-11-01
204061,2001,11,1,15.0,16.5,25507.625,25507.6875,3.333,18,1,2001-11-01
204062,2001,11,1,18.0,19.5,25507.75,25507.8125,2.0,7,1,2001-11-01
204063,2001,11,1,21.0,22.5,25507.875,25507.9375,0.667,3,1,2001-11-01
204064,2001,11,2,0.0,1.5,25508.0,25508.0625,0.667,3,1,2001-11-02
204065,2001,11,2,3.0,4.5,25508.125,25508.1875,1.0,4,1,2001-11-02
204066,2001,11,2,6.0,7.5,25508.25,25508.3125,1.667,6,1,2001-11-02
204067,2001,11,2,9.0,10.5,25508.375,25508.4375,0.667,3,1,2001-11-02
204068,2001,11,2,12.0,13.5,25508.5,25508.5625,3.333,18,1,2001-11-02
204069,2001,11,2,15.0,16.5,25508.625,25508.6875,1.0,4,1,2001-11-02
204070,2001,11,2,18.0,19.5,25508.75,25508.8125,0.333,2,1,2001-11-02
204071,2001,11,2,21.0,22.5,25508.875,25508.9375,0.667,3,1,2001-11-02
204072,2001,11,3,0.0,1.5,25509.0,25509.0625,0.667,3,1,2001-11-03
204073,2001,11,3,3.0,4.5,25509.125,25509.1875,0.0,0,1,2001-11-03
204074,2001,11,3,6.0,7.5,25509.25,25509.3125,0.333,2,1,2001-11-03
204075,2001,11,3,9.0,10.5,25509.375,25509.4375,0.333,2,1,2001-11-03
204076,2001,11,3,12.0,13.5,25509.5,25509.5625,0.333,2,1,2001-11-03
204077,2001,11,3,15.0,16.5,25509.625,25509.6875,0.667,3,1,2001-11-03
204078,2001,11,3,18.0,19.5,25509.75,25509.8125,0.333,2,1,2001-11-03
204079,2001,11,3,21.0,22.5,25509.875,25509.9375,0.0,0,1,2001-11-03
204080,2001,11,4,0.0,1.5,25510.0,25510.0625,0.0,0,1,2001-11-04
204081,2001,11,4,3.0,4.5,25510.125,25510.1875,0.333,2,1,2001-11-04
204082,2001,11,4,6.0,7.5,25510.25,25510.3125,1.667,6,1,2001-11-04
204083,2001,11,4,9.0,10.5,25510.375,25510.4375,2.667,12,1,2001-11-04
204084,2001,11,4,12.0,13.5,25510.5,25510.5625,2.333,9,1,2001-11-04
204085,2001,11,4,15.0,16.5,25510.625,25510.6875,2.333,9,1,2001-11-04
204086,2001,11,4,18.0,19.5,25510.75,25510.8125,1.0,4,1,2001-11-04
204087,2001,11,4,21.0,22.5,25510.875,25510.9375,0.0,0,1,2001-11-04
204088,2001,11,5,0.0,1.5,25511.0,25511.0625,0.667,3,1,2001-11-05
204089,2001,11,5,3.0,4.5,25511.125,25511.1875,0.333,2,1,2001-11-05
204090,2001,11,5,6.0,7.5,25511.25,25511.3125,1.333,5,1,2001-11-05
204091,2001,11,5,9.0,10.5,25511.375,25511.4375,2.667,12,1,2001-11-05
204092,2001,11,5,12.0,13.5,25511.5,25511.5625,3.0,15,1,2001-11-05
204093,2001,11,5,15.0,16.5,25511.625,25511.6875,4.0,27,1,2001-11-05
204094,2001,11,5,18.0,19.5,25511.75,25511.8125,5.333,56,1,2001-11-05
204095,2001,11,5,21.0,22.5,25511.875,25511.9375,5.0,48,1,2001-11-05
204096,2001,11,6,0.0,1.5,25512.0,25512.0625,8.667,300,1,2001-11-06
204097,2001,11,6,3.0,4.5,25512.125,25512.1875,8.667,300,1,2001-11-06
204098,2001,11,6,6.0,7.5,25512.25,25512.3125,7.0,132,1,2001-11-06
204099,2001,11,6,9.0,10.5,25512.375,25512.4375,5.0,48,1,2001-11-06
204100,2001,11,6,12.0,13.5,25512.5,25512.5625,5.333,56,1,2001-11-06
204101,2001,11,6,15.0,16.5,25512.625,25512.6875,6.667,111,1,2001-11-06
204102,2001,11,6,18.0,19.5,25512.75,25512.8125,6.333,94,1,2001-11-06
204103,2001,11,6,21.0,22.5,25512.875,25512.9375,6.333,94,1,2001-11-06
204104,2001,11,7,0.0,1.5,25513.0,25513.0625,5.667,67,1,2001-11-07
204105,2001,11,7,3.0,4.5,25513.125,25513.1875,4.0,27,1,2001-11-07
204106,2001,11,7,6.0,7.5,25513.25,25513.3125,1.667,6,1,2001-11-07
204107,2001,11,7,9.0,10.5,25513.375,25513.4375,2.667,12,1,2001-11-07
204108,2001,11,7,12.0,13.5,25513.5,25513.5625,2.333,9,1,2001-11-07
204109,2001,11,7,15.0,16.5,25513.625,25513.6875,2.0,7,1,2001-11-07
204110,2001,11,7,18.0,19.5,25513.75,25513.8125,2.333,9,1,2001-11-07
204111,2001,11,7,21.0,22.5,25513.875,25513.9375,2.667,12,1,2001-11-07
204112,2001,11,8,0.0,1.5,25514.0,25514.0625,2.0,7,1,2001-11-08
204113,2001,11,8,3.0,4.5,25514.125,25514.1875,2.333,9,1,2001-11-08
204114,2001,11,8,6.0,7.5,25514.25,25514.3125,2.0,7,1,2001-11-08
204115,2001,11,8,9.0,10.5,25514.375,25514.4375,2.0,7,1,2001-11-08
204116,2001,11,8,12.0,13.5,25514.5,25514.5625,0.667,3,1,2001-11-08
204117,2001,11,8,15.0,16.5,25514.625,25514.6875,1.0,4,1,2001-11-08
204118,2001,11,8,18.0,19.5,25514.75,25514.8125,1.0,4,1,2001-11-08
204119,2001,11,8,21.0,22.5,25514.875,25514.9375,1.333,5,1,2001-11-08
204120,2001,11,9,0.0,1.5,25515.0,25515.0625,1.333,5,1,2001-11-09
204121,2001,11,9,3.0,4.5,25515.125,25515.1875,1.0,4,1,2001-11-09
204122,2001,11,9,6.0,7.5,25515.25,25515.3125,1.0,4,1,2001-11-09
204123,2001,11,9,9.0,10.5,25515.375,25515.4375,1.0,4,1,2001-11-09
204124,2001,11,9,12.0,13.5,25515.5,25515.5625,0.667,3,1,2001-11-09
204125,2001,11,9,15.0,16.5,25515.625,25515.6875,1.333,5,1,2001-11-09
204126,2001,11,9,18.0,19.5,25515.75,25515.8125,2.0,7,1,2001-11-09
204127,2001,11,9,21.0,22.5,25515.875,25515.9375,1.667,6,1,2001-11-09
204128,2001,11,10,0.0,1.5,25516.0,25516.0625,1.667,6,1,2001-11-10
204129,2001,11,10,3.0,4.5,25516.125,25516.1875,1.667,6,1,2001-11-10
204130,2001,11,10,6.0,7.5,25516.25,25516.3125,0.667,3,1,2001-11-10
204131,2001,11,10,9.0,10.5,25516.375,25516.4375,1.333,5,1,2001-11-10
204132,2001,11,10,12.0,13.5,25516.5,25516.5625,1.333,5,1,2001-11-10
204133,2001,11,10,15.0,16.5,25516.625,25516.6875,1.333,5,1,2001-11-10
204134,2001,11,10,18.0,19.5,25516.75,25516.8125,1.667,6,1,2001-11-10
204135,2001,11,10,21.0,22.5,25516.875,25516.9375,3.333,18,1,2001-11-10
204136,2001,11,11,0.0,1.5,25517.0,25517.0625,2.333,9,1,2001-11-11
204137,2001,11,11,3.0,4.5,25517.125,25517.1875,1.667,6,1,2001-11-11
